user_id,movie_id,rating,title,genre,age,gender,occupation
405,1531,1,Far From Home: The Adventures of Yellow Dog (1995),1,22,0,1
405,695,1,Kicking and Screaming (1995),7,22,0,1
405,92,1,True Romance (1993),13,22,0,1
405,1176,3,Welcome To Sarajevo (1997),7,22,0,1
405,639,1,"Tin Drum, The (Blechtrommel, Die) (1979)",7,22,0,1
405,366,3,Dangerous Minds (1995),7,22,0,1
405,470,1,Tombstone (1993),17,22,0,1
405,1555,1,"Secret Adventures of Tom Thumb, The (1993)",3,22,0,1
405,699,2,Little Women (1994),7,22,0,1
405,575,5,City Slickers II: The Legend of Curly's Gold (1994),4,22,0,1
405,422,1,Aladdin and the King of Thieves (1996),3,22,0,1
405,1353,1,1-900 (1994),13,22,0,1
405,1227,3,"Awfully Big Adventure, An (1995)",7,22,0,1
405,451,5,Grease (1978),4,22,0,1
405,1188,3,Young Guns II (1990),4,22,0,1
405,1207,1,Jade (1995),15,22,0,1
405,230,2,Star Trek IV: The Voyage Home (1986),14,22,0,1
405,62,1,Stargate (1994),14,22,0,1
405,771,1,Johnny Mnemonic (1995),0,22,0,1
405,1247,1,Bad Girls (1994),17,22,0,1
405,188,1,Full Metal Jacket (1987),16,22,0,1
405,578,1,Demolition Man (1993),14,22,0,1
405,1563,1,"Promise, The (Versprechen, Das) (1994)",13,22,0,1
405,350,1,Fallen (1998),0,22,0,1
405,1046,2,Malice (1993),15,22,0,1
405,432,3,Fantasia (1940),2,22,0,1
405,775,1,Something to Talk About (1995),13,22,0,1
405,650,1,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",7,22,0,1
405,1316,1,"Horse Whisperer, The (1998)",7,22,0,1
405,1275,1,Killer (Bulletproof Heart) (1994),15,22,0,1
405,361,2,Incognito (1997),5,22,0,1
405,551,1,Lord of Illusions (1995),10,22,0,1
405,1113,1,Mrs. Parker and the Vicious Circle (1994),7,22,0,1
405,1109,1,Death and the Maiden (1994),15,22,0,1
405,785,1,Only You (1994),13,22,0,1
405,581,3,Kalifornia (1993),7,22,0,1
405,30,1,Belle de jour (1967),7,22,0,1
405,759,1,Fair Game (1995),0,22,0,1
405,1058,1,"War, The (1994)",1,22,0,1
405,1317,1,"Journey of August King, The (1995)",7,22,0,1
405,1519,2,New Jersey Drive (1995),5,22,0,1
405,1045,3,Fearless (1993),7,22,0,1
405,959,1,Dazed and Confused (1993),4,22,0,1
405,1217,3,Assassins (1995),15,22,0,1
405,449,1,Star Trek: The Motion Picture (1979),1,22,0,1
405,169,1,"Wrong Trousers, The (1993)",2,22,0,1
405,527,5,Gandhi (1982),7,22,0,1
405,1029,1,Jury Duty (1995),4,22,0,1
405,1248,1,Blink (1994),15,22,0,1
405,371,1,"Bridges of Madison County, The (1995)",13,22,0,1
405,593,1,Stalingrad (1993),16,22,0,1
405,1435,1,"Steal Big, Steal Little (1995)",4,22,0,1
405,795,2,Richie Rich (1994),3,22,0,1
405,673,5,Cape Fear (1962),15,22,0,1
405,1167,1,"Sum of Us, The (1994)",4,22,0,1
405,396,1,Serial Mom (1994),5,22,0,1
405,1421,1,My Crazy Life (Mi vida loca) (1993),7,22,0,1
405,1178,1,Major Payne (1994),4,22,0,1
405,1557,1,Yankee Zulu (1994),7,22,0,1
405,579,1,Fatal Instinct (1993),4,22,0,1
405,386,3,Addams Family Values (1993),4,22,0,1
405,510,1,"Magnificent Seven, The (1954)",7,22,0,1
405,467,4,"Bronx Tale, A (1993)",7,22,0,1
405,765,1,Boomerang (1992),4,22,0,1
405,1562,1,"Eye of Vichy, The (Oeil de Vichy, L') (1993)",6,22,0,1
405,768,3,Casper (1995),3,22,0,1
405,1175,1,Hugo Pool (1997),13,22,0,1
405,1180,1,I Love Trouble (1994),0,22,0,1
405,511,2,Lawrence of Arabia (1962),16,22,0,1
405,1004,1,Geronimo: An American Legend (1993),7,22,0,1
405,530,1,"Man Who Would Be King, The (1975)",1,22,0,1
405,652,1,Rosencrantz and Guildenstern Are Dead (1990),7,22,0,1
405,1550,3,Destiny Turns on the Radio (1995),4,22,0,1
405,522,1,Down by Law (1986),4,22,0,1
405,1424,1,I Like It Like That (1994),13,22,0,1
405,217,1,Bram Stoker's Dracula (1992),10,22,0,1
405,88,3,Sleepless in Seattle (1993),13,22,0,1
405,318,5,Schindler's List (1993),7,22,0,1
405,670,1,Body Snatchers (1993),10,22,0,1
405,28,4,Apollo 13 (1995),0,22,0,1
405,437,1,Amityville 1992: It's About Time (1992),10,22,0,1
405,192,5,Raging Bull (1980),7,22,0,1
405,1586,1,Lashou shentan (1992),7,22,0,1
405,1318,1,Catwalk (1995),6,22,0,1
405,941,1,With Honors (1994),7,22,0,1
405,565,2,Village of the Damned (1995),10,22,0,1
405,228,1,Star Trek: The Wrath of Khan (1982),1,22,0,1
405,541,1,Mortal Kombat (1995),0,22,0,1
405,514,1,Annie Hall (1977),13,22,0,1
405,623,1,Angels in the Outfield (1994),3,22,0,1
405,216,2,When Harry Met Sally... (1989),13,22,0,1
405,87,1,Searching for Bobby Fischer (1993),7,22,0,1
405,1066,1,Balto (1995),3,22,0,1
405,423,5,E.T. the Extra-Terrestrial (1982),3,22,0,1
405,1110,1,Tank Girl (1995),0,22,0,1
405,463,1,"Secret of Roan Inish, The (1994)",1,22,0,1
405,227,1,Star Trek VI: The Undiscovered Country (1991),14,22,0,1
405,197,4,"Graduate, The (1967)",7,22,0,1
405,393,4,Mrs. Doubtfire (1993),4,22,0,1
405,1391,1,For Ever Mozart (1996),7,22,0,1
405,1168,1,Little Buddha (1993),7,22,0,1
405,949,5,How to Make an American Quilt (1995),7,22,0,1
405,1580,1,Liebelei (1933),13,22,0,1
405,1268,1,Bitter Moon (1992),7,22,0,1
405,999,1,Clean Slate (1994),4,22,0,1
405,308,1,FairyTale: A True Story (1997),7,22,0,1
405,1384,1,Squeeze (1996),7,22,0,1
405,53,2,Natural Born Killers (1994),15,22,0,1
405,753,1,Burnt By the Sun (1994),7,22,0,1
405,693,2,Casino (1995),7,22,0,1
405,1530,1,Jefferson in Paris (1995),7,22,0,1
405,462,2,Like Water For Chocolate (Como agua para chocolate) (1992),7,22,0,1
405,1119,3,Some Kind of Wonderful (1987),7,22,0,1
405,77,1,"Firm, The (1993)",15,22,0,1
405,946,2,"Fox and the Hound, The (1981)",3,22,0,1
405,175,1,Brazil (1985),14,22,0,1
405,669,1,Body Parts (1991),10,22,0,1
405,142,1,Bedknobs and Broomsticks (1971),1,22,0,1
405,559,5,Interview with the Vampire (1994),10,22,0,1
405,654,2,Chinatown (1974),15,22,0,1
405,793,1,Crooklyn (1994),4,22,0,1
405,1479,1,Reckless (1995),4,22,0,1
405,189,1,"Grand Day Out, A (1992)",2,22,0,1
405,574,1,Boxing Helena (1993),12,22,0,1
405,400,1,"Little Rascals, The (1994)",3,22,0,1
405,302,4,L.A. Confidential (1997),12,22,0,1
405,778,1,Don Juan DeMarco (1995),7,22,0,1
405,625,3,"Sword in the Stone, The (1963)",3,22,0,1
405,671,2,Bride of Frankenstein (1935),10,22,0,1
405,31,1,Crimson Tide (1995),15,22,0,1
405,664,1,"Paris, Texas (1984)",7,22,0,1
405,653,1,Touch of Evil (1958),15,22,0,1
405,452,5,Jaws 2 (1978),0,22,0,1
405,1240,1,Ghost in the Shell (Kokaku kidotai) (1995),14,22,0,1
405,622,1,Swiss Family Robinson (1960),3,22,0,1
405,40,2,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",4,22,0,1
405,1139,1,Hackers (1995),15,22,0,1
405,947,1,"Big Blue, The (Grand bleu, Le) (1988)",1,22,0,1
405,655,5,Stand by Me (1986),4,22,0,1
405,1566,1,"Man from Down Under, The (1943)",7,22,0,1
405,49,1,I.Q. (1994),4,22,0,1
405,648,1,"Quiet Man, The (1952)",13,22,0,1
405,772,1,Kids (1995),7,22,0,1
405,1210,1,Virtuosity (1995),15,22,0,1
405,1589,1,Schizopolis (1996),4,22,0,1
405,212,1,"Unbearable Lightness of Being, The (1988)",7,22,0,1
405,552,1,Species (1995),14,22,0,1
405,780,3,Dumb & Dumber (1994),4,22,0,1
405,469,1,Short Cuts (1993),7,22,0,1
405,624,4,"Three Caballeros, The (1945)",2,22,0,1
405,431,3,Highlander (1986),0,22,0,1
405,1111,1,Double Happiness (1994),7,22,0,1
405,50,5,Star Wars (1977),1,22,0,1
405,969,3,Winnie the Pooh and the Blustery Day (1968),3,22,0,1
405,185,4,Psycho (1960),15,22,0,1
405,179,1,"Clockwork Orange, A (1971)",14,22,0,1
405,1592,1,"Magic Hour, The (1998)",7,22,0,1
405,996,1,"Big Green, The (1995)",4,22,0,1
405,66,5,While You Were Sleeping (1995),13,22,0,1
405,1099,1,"Red Firecracker, Green Firecracker (1994)",7,22,0,1
405,1018,1,Tie Me Up! Tie Me Down! (1990),7,22,0,1
405,1267,1,Clockers (1995),7,22,0,1
405,1547,2,"Show, The (1995)",6,22,0,1
405,207,1,Cyrano de Bergerac (1990),7,22,0,1
405,1400,1,Picture Bride (1995),7,22,0,1
405,557,1,Farinelli: il castrato (1994),7,22,0,1
405,76,3,Carlito's Way (1993),7,22,0,1
405,649,1,Once Upon a Time in America (1984),15,22,0,1
405,239,3,Sneakers (1992),5,22,0,1
405,1346,1,Dingo (1992),7,22,0,1
405,812,1,Andre (1994),1,22,0,1
405,791,1,"Baby-Sitters Club, The (1995)",3,22,0,1
405,761,1,Nick of Time (1995),15,22,0,1
405,191,4,Amadeus (1984),12,22,0,1
405,67,5,Ace Ventura: Pet Detective (1994),4,22,0,1
405,726,1,Fluke (1995),3,22,0,1
405,2,1,GoldenEye (1995),15,22,0,1
405,554,1,Waterworld (1995),1,22,0,1
405,732,5,Dave (1993),13,22,0,1
405,1439,1,Jason's Lyric (1994),7,22,0,1
405,395,3,Robin Hood: Men in Tights (1993),4,22,0,1
405,560,1,"Kid in King Arthur's Court, A (1995)",14,22,0,1
405,98,4,"Silence of the Lambs, The (1991)",7,22,0,1
405,374,1,Mighty Morphin Power Rangers: The Movie (1995),3,22,0,1
405,1221,1,When a Man Loves a Woman (1994),7,22,0,1
405,729,4,Nell (1994),7,22,0,1
405,1253,1,"Tie That Binds, The (1995)",15,22,0,1
405,1290,2,Country Life (1994),13,22,0,1
405,1588,1,Salut cousin! (1996),4,22,0,1
405,573,3,Body Snatchers (1993),14,22,0,1
405,1166,1,Love & Human Remains (1993),4,22,0,1
405,1590,1,"To Have, or Not (1995)",7,22,0,1
405,1148,1,Tom & Viv (1994),7,22,0,1
405,525,1,"Big Sleep, The (1946)",12,22,0,1
405,776,1,Three Wishes (1995),7,22,0,1
405,644,3,"Thin Blue Line, The (1988)",6,22,0,1
405,957,1,Pushing Hands (1992),4,22,0,1
405,416,2,Old Yeller (1957),7,22,0,1
405,419,4,Mary Poppins (1964),11,22,0,1
405,1587,1,Terror in a Texas Town (1958),17,22,0,1
405,769,1,Congo (1995),1,22,0,1
405,211,1,M*A*S*H (1970),4,22,0,1
405,1307,1,Carmen Miranda: Bananas Is My Business (1994),6,22,0,1
405,788,1,Relative Fear (1994),15,22,0,1
405,404,4,Pinocchio (1940),3,22,0,1
405,667,1,Audrey Rose (1977),10,22,0,1
405,1108,1,Feast of July (1995),7,22,0,1
405,714,1,Carrington (1995),13,22,0,1
405,1571,1,Touki Bouki (Journey of the Hyena) (1973),7,22,0,1
405,971,1,Mediterraneo (1991),16,22,0,1
405,1200,1,Kim (1950),7,22,0,1
405,1549,1,Dream Man (1995),15,22,0,1
405,226,2,Die Hard 2 (1990),15,22,0,1
405,627,1,Robin Hood: Prince of Thieves (1991),7,22,0,1
405,702,1,Barcelona (1994),13,22,0,1
405,643,1,The Innocent (1994),7,22,0,1
405,399,1,"Three Musketeers, The (1993)",1,22,0,1
405,569,1,Wolf (1994),7,22,0,1
405,41,1,Billy Madison (1995),4,22,0,1
405,70,3,Four Weddings and a Funeral (1994),13,22,0,1
405,1182,1,Cops and Robbersons (1994),4,22,0,1
405,85,4,"Ref, The (1994)",4,22,0,1
405,548,1,"NeverEnding Story III, The (1994)",8,22,0,1
405,1558,1,Aparajito (1956),7,22,0,1
405,73,5,Maverick (1994),4,22,0,1
405,39,1,Strange Days (1995),14,22,0,1
405,517,3,Manhattan (1979),4,22,0,1
405,1575,1,"I, Worst of All (Yo, la peor de todas) (1990)",7,22,0,1
405,1159,1,Stalker (1979),14,22,0,1
405,1274,1,Robocop 3 (1993),15,22,0,1
405,720,1,First Knight (1995),7,22,0,1
405,588,2,Beauty and the Beast (1991),11,22,0,1
405,51,1,Legends of the Fall (1994),17,22,0,1
405,1425,1,I'll Do Anything (1994),4,22,0,1
405,1074,3,Reality Bites (1994),4,22,0,1
405,796,3,Speechless (1994),13,22,0,1
405,1579,1,Baton Rouge (1988),15,22,0,1
405,1112,2,Cobb (1994),7,22,0,1
405,519,2,"Treasure of the Sierra Madre, The (1948)",1,22,0,1
405,710,4,Better Off Dead... (1985),4,22,0,1
405,707,1,Enchanted April (1991),7,22,0,1
405,1184,1,"Endless Summer 2, The (1994)",6,22,0,1
405,1265,2,Star Maps (1997),7,22,0,1
405,1239,1,Cutthroat Island (1995),0,22,0,1
405,1522,1,Trial by Jury (1994),15,22,0,1
405,956,2,Nobody's Fool (1994),7,22,0,1
405,555,1,White Man's Burden (1995),7,22,0,1
405,1104,1,C'est arrive pres de chez vous (1992),7,22,0,1
405,183,1,Alien (1979),15,22,0,1
405,141,2,"20,000 Leagues Under the Sea (1954)",3,22,0,1
405,528,1,"Killing Fields, The (1984)",7,22,0,1
405,556,1,Wild Bill (1995),17,22,0,1
405,1539,1,Being Human (1993),7,22,0,1
405,1444,2,That Darn Cat! (1965),4,22,0,1
405,1179,1,Man of the House (1995),4,22,0,1
405,1231,1,Marked for Death (1990),0,22,0,1
405,1042,1,Just Cause (1995),12,22,0,1
405,265,2,"Hunt for Red October, The (1990)",15,22,0,1
405,1585,1,American Dream (1990),6,22,0,1
405,68,1,"Crow, The (1994)",13,22,0,1
405,1209,3,Mixed Nuts (1994),4,22,0,1
405,427,5,To Kill a Mockingbird (1962),7,22,0,1
405,1422,1,Suture (1993),15,22,0,1
405,421,1,William Shakespeare's Romeo and Juliet (1996),13,22,0,1
405,1518,2,Losing Isaiah (1995),7,22,0,1
405,397,4,Striking Distance (1993),0,22,0,1
405,1442,1,"Scarlet Letter, The (1995)",7,22,0,1
405,504,2,Bonnie and Clyde (1967),5,22,0,1
405,651,5,Glory (1989),7,22,0,1
405,904,1,Ma vie en rose (My Life in Pink) (1997),4,22,0,1
405,606,3,All About Eve (1950),7,22,0,1
405,1470,2,Gumby: The Movie (1995),2,22,0,1
405,1478,1,Dead Presidents (1995),7,22,0,1
405,184,1,Army of Darkness (1993),10,22,0,1
655,274,3,Sabrina (1995),4,50,0,1
655,126,2,"Spitfire Grill, The (1996)",7,50,0,1
655,693,3,Casino (1995),7,50,0,1
655,1403,3,Caro Diario (Dear Diary) (1994),7,50,0,1
655,198,4,Nikita (La Femme Nikita) (1990),15,50,0,1
655,670,3,Body Snatchers (1993),10,50,0,1
655,523,3,Cool Hand Luke (1967),4,50,0,1
655,736,3,Shadowlands (1993),7,50,0,1
655,53,2,Natural Born Killers (1994),15,50,0,1
655,66,2,While You Were Sleeping (1995),13,50,0,1
655,281,2,"River Wild, The (1994)",0,50,0,1
655,52,3,"Madness of King George, The (1994)",7,50,0,1
655,224,3,Ridicule (1996),7,50,0,1
655,918,2,City of Angels (1998),13,50,0,1
655,344,4,"Apostle, The (1997)",7,50,0,1
655,14,3,"Postino, Il (1994)",7,50,0,1
655,935,3,Paradise Road (1997),7,50,0,1
655,179,4,"Clockwork Orange, A (1971)",14,50,0,1
655,98,4,"Silence of the Lambs, The (1991)",7,50,0,1
655,726,2,Fluke (1995),3,50,0,1
655,945,2,Charade (1963),15,50,0,1
655,185,4,Psycho (1960),15,50,0,1
655,347,3,Wag the Dog (1997),7,50,0,1
655,1158,3,"Fille seule, La (A Single Girl) (1995)",7,50,0,1
655,205,3,Patton (1970),16,50,0,1
655,550,2,Die Hard: With a Vengeance (1995),15,50,0,1
655,303,4,Ulee's Gold (1997),7,50,0,1
655,805,2,Manhattan Murder Mystery (1993),12,50,0,1
655,58,3,Quiz Show (1994),7,50,0,1
655,162,3,On Golden Pond (1981),7,50,0,1
655,100,3,Fargo (1996),15,50,0,1
655,1651,4,"Spanish Prisoner, The (1997)",7,50,0,1
655,51,2,Legends of the Fall (1994),17,50,0,1
655,727,2,Immortal Beloved (1994),7,50,0,1
655,744,2,Michael Collins (1996),7,50,0,1
655,1097,3,"Hate (Haine, La) (1995)",7,50,0,1
655,509,3,My Left Foot (1989),7,50,0,1
655,959,3,Dazed and Confused (1993),4,50,0,1
655,685,2,Executive Decision (1996),15,50,0,1
655,1370,3,I Can't Sleep (J'ai pas sommeil) (1994),15,50,0,1
655,476,2,"First Wives Club, The (1996)",4,50,0,1
655,273,4,Heat (1995),5,50,0,1
655,1232,3,Madonna: Truth or Dare (1991),6,50,0,1
655,1605,3,Love Serenade (1996),4,50,0,1
655,508,3,"People vs. Larry Flynt, The (1996)",7,50,0,1
655,533,2,"Daytrippers, The (1996)",12,50,0,1
655,27,3,Bad Boys (1995),0,50,0,1
655,517,4,Manhattan (1979),4,50,0,1
655,628,3,Sleepers (1996),5,50,0,1
655,283,3,Emma (1996),13,50,0,1
655,36,2,Mad Love (1995),13,50,0,1
655,505,3,Dial M for Murder (1954),15,50,0,1
655,707,3,Enchanted April (1991),7,50,0,1
655,280,2,Up Close and Personal (1996),13,50,0,1
655,950,3,Georgia (1995),7,50,0,1
655,611,3,Laura (1944),9,50,0,1
655,210,3,Indiana Jones and the Last Crusade (1989),0,50,0,1
655,576,2,Cliffhanger (1993),0,50,0,1
655,1319,3,"Neon Bible, The (1995)",7,50,0,1
655,252,2,"Lost World: Jurassic Park, The (1997)",15,50,0,1
655,1208,3,Kiss of Death (1995),5,50,0,1
655,1007,3,Waiting for Guffman (1996),4,50,0,1
655,1351,3,Lover's Knot (1996),4,50,0,1
655,1046,3,Malice (1993),15,50,0,1
655,1169,3,Fresh (1994),7,50,0,1
655,1395,3,Hurricane Streets (1998),7,50,0,1
655,1418,4,"Joy Luck Club, The (1993)",7,50,0,1
655,134,4,Citizen Kane (1941),7,50,0,1
655,1045,3,Fearless (1993),7,50,0,1
655,32,4,Crumb (1994),6,50,0,1
655,525,2,"Big Sleep, The (1946)",12,50,0,1
655,962,5,Ruby in Paradise (1993),7,50,0,1
655,782,3,Little Odessa (1994),7,50,0,1
655,159,3,Basic Instinct (1992),15,50,0,1
655,1016,3,Con Air (1997),1,50,0,1
655,1029,1,Jury Duty (1995),4,50,0,1
655,1585,4,American Dream (1990),6,50,0,1
655,527,3,Gandhi (1982),7,50,0,1
655,698,4,"Browning Version, The (1994)",7,50,0,1
655,1379,3,Love and Other Catastrophes (1996),13,50,0,1
655,208,3,Young Frankenstein (1974),10,50,0,1
655,1134,3,Get on the Bus (1996),7,50,0,1
655,909,3,Dangerous Beauty (1998),7,50,0,1
655,1008,3,I Shot Andy Warhol (1996),7,50,0,1
655,1607,3,Hurricane Streets (1998),7,50,0,1
655,77,3,"Firm, The (1993)",15,50,0,1
655,500,2,Fly Away Home (1996),3,50,0,1
655,1538,3,All Over Me (1997),7,50,0,1
655,792,3,Bullets Over Broadway (1994),4,50,0,1
655,284,2,Tin Cup (1996),13,50,0,1
655,619,3,Extreme Measures (1996),15,50,0,1
655,733,3,Go Fish (1994),7,50,0,1
655,936,3,Brassed Off (1996),13,50,0,1
655,1085,2,Carried Away (1996),13,50,0,1
655,481,2,"Apartment, The (1960)",4,50,0,1
655,1649,3,"Big One, The (1997)",4,50,0,1
655,672,2,Candyman (1992),10,50,0,1
655,213,4,"Room with a View, A (1986)",7,50,0,1
655,1017,3,Trees Lounge (1996),7,50,0,1
655,728,2,Junior (1994),4,50,0,1
655,97,3,Dances with Wolves (1990),1,50,0,1
655,867,4,"Whole Wide World, The (1996)",7,50,0,1
655,117,2,"Rock, The (1996)",15,50,0,1
655,149,4,Jude (1996),7,50,0,1
655,271,3,Starship Troopers (1997),1,50,0,1
655,1067,2,Bottle Rocket (1996),4,50,0,1
655,572,2,Blown Away (1994),15,50,0,1
655,1197,3,"Family Thing, A (1996)",4,50,0,1
655,1252,3,"Contempt (Mepris, Le) (1963)",7,50,0,1
655,166,3,Manon of the Spring (Manon des sources) (1986),7,50,0,1
655,1475,3,Bhaji on the Beach (1993),4,50,0,1
655,393,2,Mrs. Doubtfire (1993),4,50,0,1
655,958,3,To Live (Huozhe) (1994),7,50,0,1
655,321,3,Mother (1996),4,50,0,1
655,1103,3,Trust (1990),7,50,0,1
655,291,3,Absolute Power (1997),12,50,0,1
655,286,3,"English Patient, The (1996)",7,50,0,1
655,183,4,Alien (1979),15,50,0,1
655,1226,3,Night Falls on Manhattan (1997),7,50,0,1
655,1108,3,Feast of July (1995),7,50,0,1
655,1194,5,Once Were Warriors (1994),7,50,0,1
655,923,3,Raise the Red Lantern (1991),7,50,0,1
655,25,3,"Birdcage, The (1996)",4,50,0,1
655,1128,3,Heidi Fleiss: Hollywood Madam (1995) ,6,50,0,1
655,402,2,Ghost (1990),15,50,0,1
655,20,3,Angels and Insects (1995),13,50,0,1
655,172,4,"Empire Strikes Back, The (1980)",7,50,0,1
655,875,3,She's So Lovely (1997),7,50,0,1
655,129,3,Bound (1996),5,50,0,1
655,960,3,Naked (1993),7,50,0,1
655,1255,3,Broken English (1996),7,50,0,1
655,1344,3,"Story of Xinghua, The (1993)",7,50,0,1
655,656,3,M (1931),9,50,0,1
655,175,3,Brazil (1985),14,50,0,1
655,330,2,187 (1997),7,50,0,1
655,516,2,Local Hero (1983),4,50,0,1
655,1642,4,Some Mother's Son (1996),7,50,0,1
655,38,2,"Net, The (1995)",15,50,0,1
655,187,5,"Godfather: Part II, The (1974)",0,50,0,1
655,60,3,Three Colors: Blue (1993),7,50,0,1
655,228,3,Star Trek: The Wrath of Khan (1982),1,50,0,1
655,610,4,Gigi (1958),11,50,0,1
655,1629,3,Nico Icon (1995),6,50,0,1
655,629,3,Victor/Victoria (1982),4,50,0,1
655,717,1,"Juror, The (1996)",15,50,0,1
655,150,3,Swingers (1996),7,50,0,1
655,778,2,Don Juan DeMarco (1995),7,50,0,1
655,739,4,Pretty Woman (1990),4,50,0,1
655,42,3,Clerks (1994),4,50,0,1
655,1462,3,"Thieves (Voleurs, Les) (1996)",5,50,0,1
655,1532,2,Foreign Student (1994),7,50,0,1
655,1131,5,Safe (1995),15,50,0,1
655,522,3,Down by Law (1986),4,50,0,1
655,806,3,Menace II Society (1993),5,50,0,1
655,880,2,Soul Food (1997),7,50,0,1
655,1490,2,Fausto (1993),4,50,0,1
655,753,3,Burnt By the Sun (1994),7,50,0,1
655,1535,3,"Enfer, L' (1994)",7,50,0,1
655,1600,3,Guantanamera (1994),4,50,0,1
655,1560,2,Clean Slate (Coup de Torchon) (1981),5,50,0,1
655,700,3,Miami Rhapsody (1995),4,50,0,1
655,1644,1,Sudden Manhattan (1996),4,50,0,1
655,433,2,Heathers (1989),4,50,0,1
655,498,3,"African Queen, The (1951)",1,50,0,1
655,70,2,Four Weddings and a Funeral (1994),13,50,0,1
655,903,3,Afterglow (1997),13,50,0,1
655,64,4,"Shawshank Redemption, The (1994)",7,50,0,1
655,906,2,Oscar & Lucinda (1997),13,50,0,1
655,740,3,Jane Eyre (1996),7,50,0,1
655,239,2,Sneakers (1992),5,50,0,1
655,92,3,True Romance (1993),13,50,0,1
655,86,4,"Remains of the Day, The (1993)",7,50,0,1
655,354,2,"Wedding Singer, The (1998)",4,50,0,1
655,44,2,Dolores Claiborne (1994),15,50,0,1
655,647,3,Ran (1985),7,50,0,1
655,234,3,Jaws (1975),0,50,0,1
655,537,3,My Own Private Idaho (1991),7,50,0,1
655,529,4,My Life as a Dog (Mitt liv som hund) (1985),7,50,0,1
655,294,3,Liar Liar (1997),4,50,0,1
655,1221,3,When a Man Loves a Woman (1994),7,50,0,1
655,293,4,Donnie Brasco (1997),5,50,0,1
655,1140,3,"Road to Wellville, The (1994)",4,50,0,1
655,167,4,Private Benjamin (1980),4,50,0,1
655,1602,3,"Price Above Rubies, A (1998)",7,50,0,1
655,346,4,Jackie Brown (1997),7,50,0,1
